market,slug,clobID,closingDate,outcome,probability7d,probability6d,probability5d,probability4d,probability3d,probability2d,probability1d,volume
Will Trump appear on Colorado primary ballot?,will-trump-appear-on-colorado-primary-ballot,53783171226358706577017360218671906566087443965345912391889694724566500372500,2024-03-06T00:00:00Z,True,0.977,0.977,0.9805,0.988,0.988,0.9865,0.9865,110449.14
Will Cillian Murphy win the Oscar for Best Actor?,will-cillian-murphy-win-the-oscar-for-best-actor,97997940774186871646833291056507799772906440127426458475431339804162724302134,2024-03-08T00:00:00Z,True,0.9,0.9,0.9,0.9,0.875,0.895,0.89,108524.03
"Will ""Oppenheimer"" win the Oscar for Best Picture?",will-oppenheimer-win-the-oscar-for-best-picture,60273188488567249578236236399738779238175470258075317162478721518134576588948,2024-03-09T00:00:00Z,True,0.92,0.935,0.945,0.945,0.945,0.94,0.94,168512.63
US government shutdown by Mar 9?,will-there-be-a-us-government-shutdown-by-mar-9,54125904243038989166597072576304250644723838065357109894568104931394771916119,2024-03-09T00:00:00Z,False,0.9299999999999999,0.9299999999999999,0.925,0.935,0.935,0.9645,0.9645,388204.08
Will Putin be reelected?,will-putin-be-reelected,86213232338593327880925190898684232177943403874978044913506355380873844316836,2024-03-17T00:00:00Z,True,0.9835,0.9855,0.986,0.986,0.9845,0.986,0.9955,384569.35
Will the Fed raise interest rates by 25+ bps after its 2024 March meeting?,will-the-fed-raise-interest-rates-by-25-bps-after-its-2024-march-meeting,100647932394524753511024372351439090270565953451319138975996721541418061568325,2024-03-18T00:00:00Z,True,0.9945,0.9945,0.9955,0.9955,0.996,0.9955,0.996,197105.48
Fed rate cut by March 20?,fed-rate-cut-by-march-20,86577631964209970355247434978939435137296875644728113536842755166462163656779,2024-03-20T00:00:00Z,True,0.9825,0.9885,0.989,0.9905,0.9905,0.9905,0.9925,1907759.26
Will 'Ghostbusters: Frozen Empire' gross under $35m opening weekend? ,will-ghostbusters-frozen-empire-gross-under-35m-opening-weekend,56847596422555793413508620995737595170965754976103226912752206998076229350381,2024-03-22T00:00:00Z,True,0.855,0.7150000000000001,0.775,0.8200000000000001,0.8200000000000001,0.86,0.855,154307.72
SBF reduced sentence because autism?,sbf-reduced-sentence-because-autism,17821263210958675582200945491633575050966826354656664424314692308922789359541,2024-03-28T00:00:00Z,True,0.785,0.8,0.87,0.875,0.85,0.875,0.875,184917.23
Will Schiff win the California Senate Primary?,will-schiff-win-the-california-senate-primary,5287388807301937990727083262338811924270247021533813507326592097650307406042,2024-03-29T00:00:00Z,True,0.925,0.95,0.955,0.9555,0.965,0.965,0.965,102210.28
SBF sentence between 30 and 40 years?,sbf-sentence-between-30-and-40-years,73857307068357976198230680972855759657545659102870815046238203184468418533729,2024-03-28T07:00:00Z,True,0.735,0.735,0.735,0.735,0.735,0.735,0.73,124488.51
SBF sentence between 40 and 50 years?,sbf-sentence-between-40-and-50-years,82733269038114527582426490408144384088197168650728742788940448826101563297235,2024-03-28T07:00:00Z,True,0.745,0.745,0.75,0.72,0.725,0.725,0.735,166928.72
SBF sentence more than 50 years?,sbf-sentence-more-than-50-years,54962507322654089770019254730024421372175820995126744221754060676805988695564,2024-03-28T07:00:00Z,True,0.935,0.925,0.915,0.915,0.925,0.925,0.925,170067.28
SBF sentence between 10 and 20 years?,sbf-sentence-between-10-and-20-years,112101570905121565064698547577360199939021466646412804618050749384056377090139,2024-03-28T07:00:00Z,True,0.895,0.895,0.895,0.915,0.915,0.915,0.885,178660.31
SBF sentence between 20 and 30 years?,sbf-sentence-between-20-and-30-years,68309920792576975929070653338059357287367780901177740180110909449743001004544,2024-03-28T07:00:00Z,False,0.7150000000000001,0.7150000000000001,0.6950000000000001,0.725,0.725,0.725,0.735,186737.45
SBF sentence less than 5 years?,sbf-sentence-less-than-5-years,7991942418642315277781701917570196706379378658970773798440616928004781112711,2024-03-28T07:00:00Z,True,0.993,0.9935,0.9935,0.9945,0.9945,0.9875,0.9915,197747.47
SBF sentence between 5 and 10 years?,sbf-sentence-between-5-and-10-years,109302881479574151745704803522956490011642233804051963092265634500311043211617,2024-03-28T07:00:00Z,True,0.9805,0.9825,0.984,0.9895,0.989,0.9855,0.968,234855.94
Will Nikki Haley endorse Trump in March?,will-nikki-haley-endorse-trump-in-march,6919616114984812562079765041540962516506251791893033715816828984830874035381,2024-03-31T00:00:00Z,True,0.9755,0.9755,0.979,0.9815,0.983,0.992,0.998,108274.4
Israel ground offensive in Rafah by March 31?,israel-ground-offensive-in-rafah-by-march-31,51209251070645736724843783722698621516223759783399818306153286407340107341599,2024-03-31T00:00:00Z,True,0.9665,0.9685,0.9635,0.966,0.9765,0.9755,0.9915,119148.37
Will Israel invade Lebanon before April?,will-israel-invade-lebanon-before-april,111698462898857770801000965393829937533156016953133616800997300856717236955283,2024-03-31T00:00:00Z,True,0.985,0.994,0.989,0.9885,0.989,0.9895,0.9945,139050.58
Will Azerbaijan invade Armenia before April?,will-azerbaijan-invade-armenia-before-april,24182160931368361101734477659174058753911391542927026123995347732971125043044,2024-03-31T00:00:00Z,True,0.95,0.95,0.959,0.972,0.967,0.9675,0.989,139310.84
Saudi and Israel peace deal by March 2024?,saudi-and-israel-peace-deal-by-march-2024,103669223482987719818674692747340348116395393083027786243111152516243488755142,2024-03-31T00:00:00Z,True,0.9865,0.987,0.986,0.992,0.992,0.987,0.9935,148098.61
North Korea nuke by March 31?,north-korea-nuke-by-march-31,23946594257411663152329284787436595730286413893712385220042460764637058631498,2024-03-31T00:00:00Z,True,0.9905,0.992,0.9915,0.993,0.994,0.9945,0.996,151137.53
Biden cognitive test before April?,biden-cognitive-test-before-april,94691982049979942854946001513173716104464448480791909504242572784718018823413,2024-03-31T00:00:00Z,True,0.9955,0.9955,0.9955,0.9965,0.9975,0.9975,0.997,159137.03
Hunter Biden arrested before April?,hunter-biden-arrested-before-april,90911043846420765172640852062503631875382259959175085722671149792859162568988,2024-03-31T00:00:00Z,True,0.9945,0.9925,0.9925,0.991,0.994,0.995,0.998,224191.0
Biden to drop out before April?,biden-to-drop-out-before-april,101000957102096953965408270850262793890841272421304076625287318019277341672031,2024-03-31T00:00:00Z,True,0.9905,0.9915,0.994,0.9955,0.996,0.997,0.997,243703.22
Taylor Swift engaged by April 1?,taylor-swift-engaged-by-april-1,48364689705865190141386196946587625554976841512435686361474707661414550325501,2024-04-01T00:00:00Z,True,0.984,0.984,0.984,0.984,0.9845,0.984,0.984,126577.4
Will Trump tweet again by April 1?,will-trump-tweet-again-by-april-1,5153236499752452896557323595628905081471999019855792902574187218232649323816,2024-04-01T00:00:00Z,True,0.981,0.981,0.983,0.9835,0.9835,0.9875,0.9885,153134.41
Will Trump be Speaker by April 1?,will-trump-be-speaker-by-april-1,60745393482285630356869193604962680638299670895086323605008316510683735283520,2024-04-01T00:00:00Z,True,0.9955,0.9945,0.9975,0.9975,0.998,0.9975,0.9985,778183.73
EigenLayer airdrop by April?,eigenlayer-airdrop-by-april,79797378618555482928278179880943757260005755877538162641545000308661219524409,2024-04-30T00:00:00Z,True,0.935,0.9125,0.865,0.875,0.9339999999999999,0.955,0.965,108133.4
CZ sentenced to prison?,cz-sentenced-to-prison,2614849855220389172232950168231802677046226163119300346809673651650012515270,2024-04-29T12:00:00Z,True,0.605,0.605,0.605,0.905,0.75,0.71,0.66,108991.82
"Will Donald Trump be President of the USA on April 30, 2024?",will-donald-trump-be-president-of-the-usa-on-april-30-2024,36613002921117853809394241796438206565466582798318193095496871644329590562583,2024-04-30T00:00:00Z,True,0.9975,0.9975,0.9975,0.9985,0.9985,0.9985,0.9985,134093.44
zkSync airdrop by April?,zksync-airdrop-by-april,26767296579776318222099320423011157853667786060082569349836937657698019468993,2024-04-30T12:00:00Z,True,0.9,0.925,0.915,0.9325,0.953,0.925,0.955,102611.7
Israel ground offensive in Rafah by April 30?,israel-ground-offensive-in-rafah-by-april-30,46347837044476657294594852188747899922001957005936898970529774754026141187212,2024-04-30T12:00:00Z,True,0.86,0.91,0.915,0.9,0.972,0.9735,0.984,129294.97
LayerZero airdrop by April?,layerzero-airdrop-by-april,105326894443433364483920665141915694730379685449561855137994877831914527403595,2024-04-30T12:00:00Z,True,0.9835,0.9825,0.9825,0.9875,0.988,0.988,0.9905,139682.02
Fed rate cut by May 1?,fed-rate-cut-by-may-1,83851667680366640878188644192787571386317308170863196325961219248319212102172,2024-05-01T00:00:00Z,True,0.982,0.9825,0.9815,0.984,0.986,0.986,0.9865,1608415.7
No change in Fed interest rates after 2024 May meeting?,no-change-in-fed-raise-interest-rates-after-its-2024-aprilmay-meeting,106069101498679413374977045562974413976756527245227090310649786199626426823943,2024-04-30T12:00:00Z,True,0.9795,0.979,0.9795,0.98,0.982,0.9855,0.9855,165142.11
Will Israel invade Lebanon before May?,will-israel-invade-lebanon-before-may,81034318780687945513325254711886522834935786841313959034683811115637256296640,2024-04-30T04:00:00Z,True,0.979,0.9745,0.963,0.98,0.9715,0.9775,0.986,186815.83
Fed decreases interest rates by 50+ bps after May 2024 meeting?,will-the-fed-decrease-interest-rates-by-50-bps-after-its-aprilmay-2024-meeting,19667768821035752473896311318796357210685218881506909594946157304598352119125,2024-04-30T12:00:00Z,True,0.9915,0.9915,0.992,0.992,0.992,0.9925,0.992,214654.56
Fed decreases interest rates by 25 bps after 2024 May meeting?,will-the-fed-decrease-interest-rates-by-25-bps-after-its-2024-aprilmay-meeting,115747801363178125935864813183081177465824595640832734323974616842434316157020,2024-04-30T12:00:00Z,True,0.9895,0.993,0.9915,0.991,0.9935,0.9955,0.996,234731.02
Fed raises interest rates by 25+ bps after 2024 May meeting?,will-the-fed-raise-interest-rates-by-25-bps-after-its-2024-aprilmay-meeting,80008014025296677859920829476639341785820697424124805347618728999642819187991,2024-04-30T12:00:00Z,True,0.988,0.9885,0.989,0.9915,0.9915,0.991,0.9915,286083.44
Will Trump be Speaker by May 1?,will-trump-be-speaker-by-may-1,66886907323557853756214455958874414239993112471761045526725814810186846793486,2024-05-01T12:00:00Z,True,0.9935,0.9935,0.994,0.9945,0.995,0.9955,0.9955,229198.85
Will Israel win Eurovision 2024?,will-israel-win-eurovision-2024,92660798202476937280467502264793608433189227826235427852987681882045035649515,2024-05-08T00:00:00Z,True,0.9675,0.9695,0.9685,0.968,0.968,0.972,0.972,105889.24
Will Croatia win Eurovision 2024?,will-croatia-win-eurovision-2024,53515224231091539274306385680797194764701619901963776082837264803382421294414,2024-05-08T00:00:00Z,True,0.8200000000000001,0.75,0.6950000000000001,0.7,0.7150000000000001,0.71,0.655,149719.88
Will Switzerland win Eurovision 2024?,will-switzerland-win-eurovision-2024,103226519877834173494762290967348324133889332469371805083121661648457101119617,2024-05-08T00:00:00Z,False,0.7,0.7150000000000001,0.8,0.808,0.8075,0.8,0.8089999999999999,162710.87
Will 'Dune: Part Two' gross more than $300m by May 15?,will-dune-part-two-gross-more-than-300m-by-may-15,52169941506669000859896169691860945099532498832083777287240514924229426762886,2024-05-13T00:00:00Z,True,0.995,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,170859.63
Will Oleksandr Usyk beat Tyson Fury in Ring of Fire?,will-oleksandr-usyk-beat-tyson-fury-in-ring-of-fire,52013202991467824318476768740283942086205292642506350045387961713478912677976,2024-05-18T12:00:00Z,False,0.53,0.53,0.525,0.52,0.52,0.53,0.5449999999999999,151516.18
Will another candidate win the 2024 Lithuanian presidential election?,will-another-candidate-win-the-2024-lithuanian-presidential-election,50674975725555646956415014827270434845191984719651378381622049356385256787898,2024-05-26T12:00:00Z,True,0.998,0.998,0.998,0.998,0.998,0.998,0.9985,122708.28
Mexican Presidential Election: Will Jorge Álvarez Máynez win?,mexican-presidential-election-will-jorge-alvarez-maynez-win,469716720308130922678076573131389092624048022101691424148247635971711753086,2024-05-30T00:00:00Z,True,0.9985,0.9985,0.998,0.998,0.9985,0.9985,0.9985,415551.52
Mexican Presidential Election: Will another candidate win?,mexican-presidential-election-will-another-candidate-win,55629335504198428453260292746561520074738690344131668274910269991166334755318,2024-05-30T12:00:00Z,True,0.9985,0.9985,0.9985,0.998,0.9985,0.9985,0.9985,232879.55
Indian Election: Modi reelected?,india-election-modi-reelected,87868155119126589140197038833822194710700131913530535978041653823233988439850,2024-05-30T12:00:00Z,True,0.935,0.9425,0.942,0.95,0.9525,0.9535,0.955,377942.06
Will Trump announce his VP pick in May?,will-trump-announce-his-vp-pick-in-may,107894792574447768008997501069401650573696671699937738254205756972802480421734,2024-05-31T12:00:00Z,True,0.989,0.9905,0.99,0.9885,0.9895,0.9895,0.99,127791.02
Mike Johnson out as Speaker before June?,mike-johnson-out-as-speaker-before-june,8639561257012583232263848935745071999878323999967382701650667423631576804455,2024-05-31T12:00:00Z,True,0.9855,0.991,0.9895,0.9965,0.9945,0.994,0.995,203963.08
Did Keith Gill (RoaringKitty) sell his X account?,did-keith-gill-roaringkitty-sell-his-x-account,87851002304678131496944405977009441351671130821197961933985993535712000461248,2024-05-31T12:00:00Z,True,0.9625,0.969,0.9785,0.9795,0.974,0.98,0.9835,585457.0
Will May 2024 show an increase of less than 1.03C?,will-may-2024-show-an-increase-of-less-than-1pt03c,75978484027338643571451927088223447993558481459287178498141581362797590659916,2024-06-01T12:00:00Z,True,0.99,0.9905,0.992,0.992,0.9925,0.992,0.992,128471.01
Indian Election: Will BJP win a majority of seats?,india-election-will-bjp-win-a-majority-of-seats,17776017160122578371388230987975404665018212304113595000560379377507660082987,2024-06-01T12:00:00Z,False,0.83,0.83,0.86,0.865,0.835,0.85,0.835,205623.84
Will the NDA win 300-325 seats?,will-the-nda-win-300-325-seats,36109008541180726608744845741979539377305595325481948735039691125771561539165,2024-06-04T12:00:00Z,True,0.865,0.83,0.5845,0.7805,0.7855,0.9605,0.9345,111205.5
Will the NDA win 326-350 seats?,will-the-nda-win-326-350-seats,18862132164506161978822133154472954584024554037927988436407949459258183446365,2024-06-04T12:00:00Z,True,0.815,0.81,0.8049999999999999,0.825,0.8,0.96,0.915,126459.58
Will the NDA win less than 300 seats?,will-the-nda-win-less-than-300-seats,93631113118757404184901452124281581147077526799202814576636364285522701567114,2024-06-04T12:00:00Z,False,0.855,0.835,0.8275,0.8200000000000001,0.85,0.98,0.9715,134649.62
Will CD&V win the most seats in the Belgian federal elections?,will-cdv-win-the-most-seats-in-the-belgian-federal-elections,20349832778191704017145738595926274579751234263128148069804202271804980073846,2024-06-09T12:00:00Z,True,0.9975,0.9975,0.9975,0.9985,0.9985,0.9985,0.998,110146.11
Fed rate cut by June 12?,fed-rate-cut-by-june-12,34128730855619497354555011975104698208888880731147255645941732184123082298195,2024-06-12T00:00:00Z,True,0.976,0.969,0.964,0.9715,0.967,0.971,0.9755,1253483.92
No change in Fed interest rates after 2024 June meeting?,no-change-in-fed-interest-rates-after-2024-june-meeting,88465704193015812461296177724920569739949794882741848131901008619945303668495,2024-06-12T12:00:00Z,True,0.9715,0.9655,0.9405,0.9585,0.9705,0.965,0.968,530059.99
Fed decreases interest rates by 50+ bps after June 2024 meeting?,fed-decreases-interest-rates-by-50-bps-after-june-2024-meeting,105335949811124386846945739797176354973352045946592454514796555249725921609384,2024-06-12T12:00:00Z,True,0.994,0.9945,0.9955,0.997,0.997,0.9975,0.9985,571695.35
Fed increases interest rates by 25+ bps after June 2024 meeting?,fed-increases-interest-rates-by-25-bps-after-june-2024-meeting,90466366936933482311444495299458164031476797828715202684149333718525518630645,2024-06-12T12:00:00Z,True,0.9935,0.9935,0.998,0.9985,0.9985,0.9985,0.9965,582731.69
Fed decreases interest rates by 25 bps after June 2024 meeting?,fed-decreases-interest-rates-by-25-bps-after-june-2024-meeting,110024958657457359532038665777399264506271681375762791050970079862807455423716,2024-06-12T12:00:00Z,True,0.9775,0.9755,0.9625,0.97,0.972,0.9675,0.9685,602846.11
NVIDIA largest company before June 15?,nvidia-largest-company-by-june-30,66047567154822655450941214296595679641138949944644185809907712877358103856039,2024-06-14T12:00:00Z,True,0.62,0.725,0.7150000000000001,0.725,0.8,0.905,0.925,352823.44
Edmonton Oilers win the 2024 Stanley Cup?,edmonton-oilers-win-the-2024-stanley-cup,109272614273902786367212851270984710746873702368715751759265117784076575344981,2024-06-24T12:00:00Z,True,0.9,0.9,0.9,0.76,0.76,0.69,0.515,106952.47
Will FTX payouts start in Q2 2024?,will-ftx-payouts-start-in-q2-2024,111293833876691575007076298701124074964169299602683819449994891918625930667061,2024-06-28T00:00:00Z,True,0.9815,0.9825,0.9825,0.984,0.9875,0.9885,0.9825,115453.44
Trump + Biden debate on June 27 as planned?,trump-biden-debate-on-june-27-as-planned,72029190415760872074789231592024926976981692372787531139182816643420323165435,2024-06-27T12:00:00Z,True,0.92,0.92,0.945,0.945,0.945,0.96,0.9825,134361.09
Trump and Biden shake hands at first debate?,will-trump-and-biden-shake-hands-at-first-debate,100067237169550898684066585697917581800212744397974554452421620068739317445109,2024-06-27T12:00:00Z,True,0.665,0.655,0.6599999999999999,0.675,0.675,0.685,0.755,148600.32
Aleo airdrop by June 30?,aleo-airdrop-by-june-30,82571996511705049057530972708197007306301533474326699749097295018756239674446,2024-06-28T00:00:00Z,True,0.973,0.975,0.9805,0.9805,0.985,0.9845,0.9875,174682.26
Base airdrop by June 30?,base-airdrop-by-june-30,50027827276236181195473020853100390103000499849713843839840613813395986099766,2024-06-28T12:00:00Z,True,0.996,0.9955,0.996,0.996,0.996,0.996,0.996,268035.62
TikTok banned in the US by June 30?,tiktok-banned-in-the-us-by-june-30,68871349789970346676060270191214803904928371019437843139511505269955746836399,2024-06-29T00:00:00Z,True,0.982,0.983,0.9825,0.982,0.984,0.991,0.9915,284782.16
Scroll airdrop by June 30?,scroll-airdrop-by-june-30,18551382213269223229031255093813890550560038568093867444329155908319636350234,2024-06-29T12:00:00Z,True,0.994,0.994,0.995,0.995,0.995,0.996,0.9965,138679.52
Will Circle IPO by June?,will-circle-ipo-by-june,113999747702525884170456243582392609452377212120967762416396777279912215058580,2024-06-30T00:00:00Z,True,0.991,0.991,0.99,0.992,0.995,0.9935,0.9985,200703.25
Netanyahu out by June 30?,netanyahu-out-by-june-30,8986956157397187181893971320770861601102680777226803294876146896471166191570,2024-06-30T00:00:00Z,True,0.982,0.9805,0.981,0.9885,0.9885,0.99,0.99,340320.88
MetaMask airdrop by June 30?,metamask-airdrop-by-june-30,25049193002878205973629939951741271691856529870538918091531682403941878682325,2024-06-30T12:00:00Z,True,0.9965,0.9975,0.9975,0.9975,0.9975,0.998,0.997,113799.29
Swell airdrop by June 30?,swell-airdrop-by-june-30,14359923309364386768574403921132059038314226899812783939914054059500041421502,2024-06-30T12:00:00Z,True,0.9685,0.982,0.988,0.9915,0.994,0.9945,0.9945,121927.73
Will Trump mention $boden before July?,will-trump-mention-boden-before-july,26425824464871498730200563456915763787421722073900581135876375879001647553407,2024-06-30T12:00:00Z,True,0.9299999999999999,0.984,0.986,0.9865,0.986,0.9825,0.986,205741.15
EigenLayer airdrop by June 30?,eigenlayer-airdrop-by-june-30,75957025697776776617548851647997522865644087243339706600743559073578932785984,2024-06-30T12:00:00Z,True,0.9915,0.9915,0.994,0.9945,0.994,0.995,0.9955,377945.44
Will Trump be Speaker by July 1?,will-trump-be-speaker-by-july-1,61212759435547364111395981240665662260576189640636758773867384424087680518361,2024-07-01T12:00:00Z,True,0.99,0.99,0.992,0.994,0.9965,0.9965,0.9975,140097.3
"Will Donald Trump be President of the USA on July 4, 2024?",will-donald-trump-be-president-of-the-usa-on-july-4-2024,23608666091667072566375293553799561341152179232417176695447342355895684364902,2024-07-04T12:00:00Z,True,0.996,0.996,0.9965,0.985,0.9975,0.997,0.9995,123498.38
Biden drops out by July 4? ,biden-drops-out-after-debate,60000255314413297959092010551321835608454135565914999759137183744429056568944,2024-07-04T12:00:00Z,True,0.968,0.965,0.9535,0.9555,0.9115,0.9665,0.97,4490151.55
Will NFP win the most seats in the French election?,will-nfp-win-the-most-seats-in-the-french-election,53330013122099002939955165951658646725255675356995501848183255494533223710174,2024-07-07T12:00:00Z,False,0.875,0.935,0.925,0.925,0.9299999999999999,0.925,0.905,110153.4
Trump sentenced to between 0 and 11 months prison time?,trump-sentenced-to-between-0-and-11-months-prison-time,16722052957763663660031561798213990473141718841450715960252972620457763356876,2024-07-11T12:00:00Z,True,0.875,0.875,0.875,0.875,0.875,0.88,0.885,1025534.895448
Trump fined over $100k?,trump-fined-over-100k,41542013848200190370971247225062604232256482612552028973570208673115302164740,2024-07-11T12:00:00Z,False,0.54,0.63,0.63,0.61,0.595,0.525,0.515,128852.278115
Trump sentenced to probation?,trump-sentenced-to-probation,72487501639773248587111030104615303270290021225756899911278348225042451932980,2024-07-11T12:00:00Z,True,0.6799999999999999,0.7,0.7,0.53,0.525,0.52,0.515,138756.702271
Trump sentenced to no prison time?,trump-sentenced-to-no-prison-time,1728111593138314809638239402604656707935777619125020058250639559301440500463,2024-07-11T12:00:00Z,True,0.745,0.745,0.755,0.77,0.77,0.77,0.785,1514093.113306
Trump fined over $1m?,trump-fined-over-1m,35517551216931280258750823451870284982304892301086790856144485693125963246713,2024-07-11T12:00:00Z,True,0.926,0.9375,0.94,0.94,0.94,0.94,0.94,234499.57815
Trump sentenced to between 24 and 35 months prison time?,trump-sentenced-to-between-24-and-35-months-prison-time,79203233132487130033245641501378616162144399208014929961963803094230487240518,2024-07-11T12:00:00Z,True,0.975,0.977,0.977,0.977,0.977,0.977,0.973,2663689.67615
Trump sentenced to between 12 and 23 months prison time?,trump-sentenced-to-between-12-and-23-months-prison-time,53640541735474466884988451015608539550677687110572842165053386468505320014814,2024-07-11T12:00:00Z,True,0.963,0.963,0.9745,0.963,0.963,0.9635,0.9635,3461448.079339
Trump sentenced to 48 or more months prison time?,trump-sentenced-to-48-or-more-months-prison-time,21360451964093347448423258457602183132299176132742426883759690183958883495805,2024-07-11T12:00:00Z,True,0.9285,0.9285,0.9295,0.927,0.9255,0.9275,0.929,684733.291912
Trump sentenced to between 36 and 47 months prison time?,trump-sentenced-to-between-36-and-47-months-prison-time,77884702263189695461360323155219537156156933347830804728763344765547218188446,2024-07-11T12:00:00Z,True,0.9945,0.994,0.994,0.994,0.994,0.994,0.994,768705.021148
Biden drops out by July 12?,biden-drop-out-by-july-12,9489088301395329535457545750785418048363566251452805912121101219855250731676,2024-07-12T12:00:00Z,True,0.6599999999999999,0.755,0.835,0.865,0.97,0.9705,0.952,2139767.08
Will Ron DeSantis win the 2024 Republican Presidential Nomination?,will-ron-desantis-win-the-2024-republican-presidential-nomination,72617564319258094817075884979740787617526271533416402804843182784071940697251,2024-07-13T00:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,416207.43
Will Vivek Ramaswamy win the 2024 Republican Presidential Nomination?,will-vivek-ramaswamy-win-the-2024-republican-presidential-nomination,101254748381406585873617235607582354349742745868141770929772966695498596581507,2024-07-13T00:00:00Z,True,0.9975,0.998,0.9985,0.9975,0.998,0.9985,0.9975,452582.18
Will Donald J. Trump win the 2024 Republican presidential nomination?,will-donald-j-trump-win-the-2024-republican-presidential-nomination,59148051098887930522073798732825622149012805909987461569002068477591645842343,2024-07-13T00:00:00Z,True,0.9905,0.993,0.9935,0.994,0.995,0.995,0.9945,6074886.86
Will someone else win the 2024 Republican Presidential Nomination?,will-someone-else-win-the-2024-republican-presidential-nomination,34197655511179582524440886169284213937491355265852412707455951709268822723994,2024-07-13T00:00:00Z,True,0.9975,0.9975,0.998,0.998,0.9985,0.9985,0.9975,771652.86
Will Donald Trump Jr. win the 2024 Republican Presidential Nomination?,will-donald-trump-jr-win-the-2024-republican-presidential-nomination,36731942161865303236107356691989303498849585292019431526430922204976385577778,2024-07-13T00:00:00Z,True,0.9975,0.998,0.998,0.998,0.9985,0.9995,0.9995,827477.86
Will Nikki Haley win the 2024 Republican Presidential Nomination?,will-nikki-haley-win-the-2024-republican-presidential-nomination,43745061594549626939183888530294719836847085560900268909634157861936766548579,2024-07-13T00:00:00Z,True,0.9945,0.9935,0.994,0.995,0.996,0.9965,0.9965,854534.26
Biden nominated by July 21?,biden-nominated-by-july-21,61047446099641085348876555490459807924498224483761612176049609142319745211094,2024-07-21T12:00:00Z,True,0.935,0.935,0.955,0.984,0.9905,0.992,0.9925,1170186.52
Will 'Deadpool & Wolverine' gross less than $110m opening weekend?,will-deadpool-and-wolverine-gross-less-than-110m-opening-weekend,33840045640782842598763624019402641816423035594143986943741202775067629532493,2024-07-28T12:00:00Z,True,0.99,0.981,0.986,0.982,0.9885,0.9975,0.9985,216211.3
Deadpool & Wolverine' over $200m opening weekend?,will-deadpool-wolverine-gross-more-than-200m-opening-weekend,35701723171173339368609225702326511639082264615977084355541769452836517893828,2024-07-28T12:00:00Z,False,0.8,0.645,0.63,0.625,0.6,0.525,0.66,240726.58
Will 'Deadpool & Wolverine' gross between $110m and $130m opening weekend?,will-deadpool-and-wolverine-gross-between-110m-and-130m-opening-weekend,70837653638544437248139421830470485032544345816962917986696416381271370767202,2024-07-28T12:00:00Z,True,0.9445,0.958,0.965,0.971,0.972,0.9875,0.995,251892.0
Will 'Deadpool & Wolverine' gross more than $170m opening weekend?,will-deadpool-and-wolverine-gross-more-than-170m-opening-weekend,7172165829710349090067078669273395079846173444156212308478376599473088122546,2024-07-28T12:00:00Z,True,0.53,0.665,0.755,0.785,0.775,0.845,0.961,260203.18
Will another candidate Win the 2024 Venezuela presidential election?,will-another-candidate-win-the-2024-venezuela-presidential-election-ites,11933834583789829445307243221866666784506941876779828133852113320670849722966,2024-07-28T12:00:00Z,True,0.993,0.9935,0.9935,0.995,0.995,0.997,0.9965,537980.83
Will Michelle Obama announce presidential run before August?,will-michelle-obama-announce-presidential-run-before-august,62183174992487339711033513730342453364961880077951709334726385354600339592874,2024-07-30T12:00:00Z,True,0.9575,0.969,0.962,0.9755,0.996,0.9955,0.997,1483098.4
Fed rate cut by July 31?,fed-rate-cut-by-july-31,15688846066662069365810886733874981619163639355317974003712358841622591593551,2024-07-31T00:00:00Z,True,0.9515,0.919,0.937,0.9475,0.9455,0.9495,0.945,1727507.99
Biden confirmed to have Parkison's by July 31?,biden-confirmed-parkinsons-in-july,39763429031527891523752702686568670672439421054253355308911599629573445208084,2024-07-31T12:00:00Z,True,0.9685,0.9725,0.9825,0.992,0.9895,0.9875,0.9925,106220.82
Will Joe Manchin run for Democratic Nominee?,will-joe-manchin-announce-run-for-democratic-nominee,27516465922503785760237307999546189889607164369548334763228423804605132443009,2024-07-31T12:00:00Z,True,0.9835,0.9845,0.984,0.984,0.9885,0.987,0.9875,114775.94
Iran Nuke by July 31?,iran-nuke-by-july-31,6658546157264223909425894484865756341720547551336186512712519105405232215723,2024-07-31T12:00:00Z,True,0.972,0.982,0.986,0.9855,0.993,0.9925,0.9875,116621.04
Will Biden announce resignation by July 31?,will-biden-resign-by-july-31,40306861893772823895616275124362770343291841546672823347007588540373613934565,2024-07-31T12:00:00Z,True,0.946,0.923,0.9825,0.9855,0.985,0.99,0.991,11663215.12
Will an AI win the $5 million AI Math Olympiad Prize before August?,will-an-ai-win-the-5-million-ai-math-olympiad-prize-before-august,2203455953923331797698327579683895978785019589475114527677654437782753736667,2024-08-01T00:00:00Z,True,0.9435,0.969,0.97,0.971,0.9725,0.982,0.9835,275764.31
Democratic Blitz primary?,democratic-blitz-primary,21997851698476566334861760766670463972261411154691507849194515773329922237460,2024-07-31T12:00:00Z,True,0.835,0.645,0.9325,0.978,0.9755,0.976,0.9795,345851.82
Great Britain wins the most gold medals in 2024 Paris Olympics?,great-britain-wins-the-most-gold-medals-in-2024-paris-olympics,13350176841849663937496171352668588314246174262661423220450993051024589174563,2024-08-11T12:00:00Z,True,0.9975,0.9975,0.9985,0.9995,0.9995,0.9995,0.9995,1061810.2
